City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,tarauaca,-8.1614,-70.7656,23.08,97,64,0.84,BR,1675986578
363,minas novas,-17.2186,-42.5903,20.56,95,87,1.9,BR,1675986579
364,purmerend,52.505,4.9597,5.0,92,98,3.05,NL,1675986580
365,tecoanapa,16.5167,-98.75,27.67,62,0,4.11,MX,1675986580
366,jiaocheng,24.6774,116.1389,17.03,92,100,1.33,CN,1675986580
367,kulhudhuffushi,6.6221,73.07,26.08,75,50,2.06,MV,1675986581
368,elko,41.0002,-115.5012,-1.99,63,24,3.13,US,1675986315
369,hervey bay,-25.2986,152.8535,27.1,61,10,9.81,AU,1675986581
370,hirara,24.8,125.2833,22.92,88,75,4.12,JP,1675986582
371,matamoros,25.5333,-103.25,20.62,14,100,2.81,MX,1675986582
372,mbandaka,0.0487,18.2603,26.83,46,64,1.72,CD,1675986583
373,nanakuli,21.3906,-158.1547,27.97,47,0,9.26,US,1675986583
374,kargasok,59.0556,80.8572,-19.87,99,89,2.37,RU,1675986584
375,nemuro,43.3236,145.575,-11.22,63,14,2.47,JP,1675986584
376,rantepao,-2.9701,119.8978,21.79,76,100,0.95,ID,1675986584
377,keti bandar,24.1447,67.4497,21.36,90,0,5.61,PK,1675986585
378,gari,59.4307,62.3497,-10.96,96,93,1.94,RU,1675986585
379,seidu,9.0167,-10.6,23.06,78,99,0.78,SL,1675986586
380,tigil,57.8,158.6667,-15.72,94,82,1.42,RU,1675986586
381,bundaberg,-24.85,152.35,30.12,63,30,2.68,AU,1675986587
382,kunming,25.0389,102.7183,4.96,70,0,4.0,CN,1675986529
383,kamaishi,39.2667,141.8833,-0.03,62,100,3.33,JP,1675986587
384,sangar,63.9242,127.4739,-43.06,97,49,1.68,RU,1675986588
385,lagoa,39.05,-27.9833,13.51,60,99,6.05,PT,1675986588
386,conakry,9.538,-13.6773,26.04,73,32,2.06,GN,1675986588
387,padang,-0.9492,100.3543,24.03,86,91,1.17,ID,1675986589
388,aitape,-3.1374,142.3475,25.07,92,100,2.42,PG,1675986589
389,banda aceh,5.5577,95.3222,25.48,82,87,2.31,ID,1675986589
390,lukiv,51.0521,25.4006,-4.34,80,91,4.05,UA,1675986590
391,pyay,18.8167,95.2167,17.51,51,26,1.61,MM,1675986590
392,okmulgee,35.6234,-95.9605,11.92,46,0,4.12,US,1675986591
393,axim,4.8699,-2.2405,25.76,90,93,3.17,GH,1675986591
394,zlobin,45.2924,14.6541,-3.39,51,0,2.57,HR,1675986591
395,barhi,23.9,80.8,15.47,29,2,0.94,IN,1675986592
396,pemangkat,1.1667,108.9667,25.27,86,67,1.38,ID,1675986592
397,sao miguel do araguaia,-13.275,-50.1628,23.77,86,98,1.1,BR,1675986592
398,mongoumba,3.6415,18.5936,24.55,23,10,0.59,CF,1675986593
399,oyama,36.3,139.8,3.66,89,100,3.02,JP,1675986593
400,prachuap khiri khan,12.2167,99.75,20.87,88,74,1.31,TH,1675986594
401,bubaque,11.2833,-15.8333,23.56,75,17,8.93,GW,1675986594
402,lompoc,34.6391,-120.4579,24.88,56,0,2.06,US,1675986594
403,paamiut,61.994,-49.6678,-4.2,96,100,5.38,GL,1675986595
404,cidreira,-30.1811,-50.2056,23.63,84,30,6.43,BR,1675986595
405,luanda,-8.8368,13.2343,26.0,78,10,3.09,AO,1675986595
406,bilibino,68.0546,166.4372,-41.2,98,63,0.57,RU,1675986596
407,vysokogornyy,50.1167,139.15,-22.06,96,93,1.25,RU,1675986596
408,vanderhoof,54.0166,-124.0198,1.45,88,100,3.65,CA,1675986596
409,grand forks,47.9417,-97.4337,-8.15,67,0,6.17,US,1675986597
410,marsh harbour,26.5412,-77.0636,23.18,65,12,7.17,BS,1675986597
411,rosetta,31.4044,30.4164,10.47,65,49,2.06,EG,1675986597
412,belmonte,-15.8631,-38.8828,25.17,86,11,3.18,BR,1675986598
413,portland,45.5234,-122.6762,15.6,48,20,7.72,US,1675986316
414,marihatag,8.7936,126.2969,25.58,86,88,1.85,PH,1675986598
415,kavaratti,10.5669,72.642,26.26,78,99,3.98,IN,1675986599
416,tabuk,17.4189,121.4443,21.63,78,89,1.41,PH,1675986599
417,ogori,34.1,131.4,6.98,93,100,5.2,JP,1675986599
418,coarnele caprei,47.3833,27.1,-6.97,92,8,1.61,RO,1675986600
419,alta,69.9689,23.2717,-1.41,75,40,4.12,NO,1675986600
420,port-gentil,-0.7193,8.7815,27.98,89,40,2.57,GA,1675986601
421,san policarpo,12.1791,125.5072,26.13,83,99,6.94,PH,1675986601
422,cap-aux-meules,47.3821,-61.8597,-6.97,73,75,6.17,CA,1675986602
423,ust-kulom,61.6864,53.6902,-2.15,90,100,4.3,RU,1675986602
424,beyneu,45.3167,55.2,-7.48,85,98,3.52,KZ,1675986603
425,khorinsk,52.1657,109.7726,-22.87,98,94,1.16,RU,1675986603
426,buchanan,5.8808,-10.0467,26.11,86,99,2.71,LR,1675986603
427,taoudenni,22.6783,-3.9836,21.13,15,95,7.88,ML,1675986604
428,paita,-5.0892,-81.1144,24.42,83,35,4.87,PE,1675986604
429,oranjemund,-28.55,16.4333,17.26,96,5,2.28,NA,1675986604
430,kismayo,-0.3582,42.5454,24.71,84,20,6.35,SO,1675986605
431,pasni,25.2631,63.471,20.66,79,1,6.58,PK,1675986605
432,kiruna,67.8557,20.2251,-4.49,80,83,2.57,SE,1675986606
433,clyde river,70.4692,-68.5914,-35.87,68,0,3.09,CA,1675986606
434,gijon,43.5357,-5.6615,8.78,79,52,2.02,ES,1675986490
435,fastiv,50.0767,29.9177,-8.67,85,76,2.78,UA,1675986607
436,mari-turek,56.7895,49.6235,-5.88,94,100,4.57,RU,1675986607
437,yar-sale,66.8333,70.8333,-9.8,90,100,7.75,RU,1675986608
438,tasiilaq,65.6145,-37.6368,-3.91,59,100,5.08,GL,1675986608
439,karratha,-20.7377,116.8463,30.99,61,12,5.95,AU,1675986609
440,gat,31.61,34.7642,10.22,100,97,0.9,IL,1675986609
441,ouesso,1.6136,16.0517,24.09,31,44,0.9,CG,1675986609
442,bolobo,-2.1667,16.2333,25.42,67,86,1.36,CD,1675986610
443,comodoro rivadavia,-45.8667,-67.5,26.92,26,0,9.77,AR,1675986610
444,kaseda,31.4167,130.3167,18.4,91,100,6.16,JP,1675986611
445,bulungu,-4.55,18.6,23.13,74,54,0.94,CD,1675986611
446,taft,31.7471,54.2088,-0.03,80,75,5.14,IR,1675986612
447,karpathos,35.507,27.2132,8.98,81,95,5.66,GR,1675986612
448,hun,29.1268,15.9477,10.65,66,53,5.54,LY,1675986612
449,bereda,43.2686,-7.5406,-0.48,100,9,0.8,ES,1675986613
450,sungaipenuh,-2.0833,101.3833,17.67,91,92,0.65,ID,1675986613
451,castro verde,37.6983,-8.0858,9.68,84,47,3.73,PT,1675986543
452,ilulissat,69.2167,-51.1,-14.99,78,100,3.09,GL,1675986614
453,canyon,34.9803,-101.9188,1.49,88,100,7.05,US,1675986560
454,ergani,38.2653,39.7621,-6.04,74,2,2.56,TR,1675986614
455,mondovi,44.396,7.8176,2.06,45,0,2.34,IT,1675986614
456,edendale,-29.6528,30.3147,18.47,99,100,1.07,ZA,1675986615
457,correggio,44.7698,10.7823,1.05,51,1,1.66,IT,1675986615
458,lethem,3.3803,-59.7968,28.02,59,84,5.06,GY,1675986616
459,kanker,20.2719,81.4931,15.03,26,29,0.48,IN,1675986616
460,severo-kurilsk,50.6789,156.125,-5.2,60,96,13.14,RU,1675986616
461,kiunga,-6.1219,141.2906,27.26,80,100,1.0,PG,1675986617
462,sakaiminato,35.55,133.2333,2.99,93,75,0.51,JP,1675986617
463,jieshi,22.8134,115.8257,19.23,87,69,2.81,CN,1675986618
464,humaita,-7.5061,-63.0208,23.31,97,100,1.06,BR,1675986618
465,chapais,49.7834,-74.8492,-11.12,93,100,3.93,CA,1675986618
466,tommot,58.9564,126.2925,-35.75,100,99,0.72,RU,1675986619
467,itarema,-2.9248,-39.9167,26.92,80,95,4.44,BR,1675986619
468,balabac,7.9868,117.0645,26.44,83,71,6.67,PH,1675986620
469,plattsburgh,44.6995,-73.4529,4.09,92,100,7.72,US,1675986547
470,abong mbang,3.9833,13.1833,19.51,31,75,0.76,CM,1675986620
471,emba,48.8264,58.1442,-20.01,100,27,1.4,KZ,1675986621
472,lakhnadon,22.6,79.6,16.74,26,5,0.9,IN,1675986621
473,wilmington,34.2257,-77.9447,19.44,74,87,1.34,US,1675986393
474,sobolevo,54.4299,31.8996,-9.14,94,10,4.39,RU,1675986622
475,rio gallegos,-51.6226,-69.2181,20.03,26,40,9.26,AR,1675986622
476,hami,42.8,93.45,-0.04,39,67,1.14,CN,1675986622
477,barra,-11.0894,-43.1417,26.26,47,6,1.24,BR,1675986623
478,camacha,33.0833,-16.3333,13.68,77,75,8.23,PT,1675986623
479,la palma,33.8464,-118.0467,28.1,29,0,4.12,US,1675986623
480,dubrovytsya,51.5744,26.565,-4.06,82,98,4.23,UA,1675986624
481,ilo,-17.6394,-71.3375,22.99,84,76,2.46,PE,1675986624
482,san borja,-14.8167,-66.85,22.09,97,95,1.35,BO,1675986625
483,tsiroanomandidy,-18.7667,46.0333,18.85,93,100,1.47,MG,1675986625
484,kungurtug,50.5994,97.5228,-20.07,99,97,0.77,RU,1675986625
485,tromso,69.6496,18.957,-0.99,80,100,6.17,NO,1675986334
486,amga,60.8953,131.9608,-46.08,100,70,0.71,RU,1675986626
487,ponta delgada,37.7333,-25.6667,13.4,76,40,4.63,PT,1675986626
488,churapcha,62.0025,132.4325,-45.89,100,67,1.79,RU,1675986627
489,alenquer,-1.9417,-54.7383,24.16,95,64,1.55,BR,1675986627
490,coahuayana,18.7333,-103.6833,27.25,59,3,2.17,MX,1675986628
491,mahibadhoo,3.7833,72.9667,26.72,70,42,4.89,MV,1675986628
492,ghoti,19.7168,73.6245,19.75,25,33,1.82,IN,1675986628
493,panaba,21.2833,-88.2667,26.86,56,67,6.69,MX,1675986629
494,seymchan,62.8833,152.4333,-38.86,95,74,0.33,RU,1675986629
495,hokitika,-42.7167,170.9667,17.2,61,91,2.76,NZ,1675986630
496,sonson,5.7106,-75.3107,11.13,97,87,0.45,CO,1675986630
497,sakakah,29.9697,40.2064,8.76,50,91,6.68,SA,1675986517
498,dire,12.2833,-10.9667,30.27,30,25,1.22,ML,1675986631
499,ust-omchug,61.15,149.6333,-31.7,90,96,2.07,RU,1675986631
500,mackenzie,55.2999,-123.1698,0.12,100,100,2.06,CA,1675986631
501,qandala,11.472,49.8728,23.29,66,63,1.3,SO,1675986632
502,gondanglegi,-7.7479,112.0132,25.04,87,95,0.54,ID,1675986632
503,erzin,36.9559,36.2,2.54,57,10,2.44,TR,1675986633
504,shawnee,39.05,-95.7669,4.54,78,100,8.23,US,1675986633
505,zhangye,38.9342,100.4517,0.25,18,91,4.14,CN,1675986633
506,bull savanna,17.8868,-77.5902,23.06,82,14,4.24,JM,1675986634
507,port hardy,50.6996,-127.4199,6.1,93,100,8.75,CA,1675986634
508,urumqi,43.801,87.6005,-10.47,92,75,1.0,CN,1675986481
509,brae,60.3964,-1.353,3.57,56,100,4.97,GB,1675986635
510,mananara,-16.1667,49.7667,22.79,93,64,1.68,MG,1675986635
511,codrington,-38.2667,141.9667,22.78,50,27,4.96,AU,1675986636
512,gbarnga,6.9956,-9.4722,22.7,93,92,1.01,LR,1675986636
513,tura,25.5198,90.2201,13.7,63,0,1.3,IN,1675986636
514,uxbridge,42.0773,-71.6295,6.73,73,100,4.34,US,1675986637
515,atar,20.5169,-13.0499,20.73,57,91,6.87,MR,1675986637
516,alugan,12.2188,125.4808,25.91,84,99,6.58,PH,1675986637
517,morant bay,17.8815,-76.4093,26.79,79,9,4.94,JM,1675986638
518,waddan,29.1614,16.139,10.58,69,50,5.67,LY,1675986638
519,hearst,49.6835,-83.6665,-4.86,95,100,3.72,CA,1675986639
520,ginda,30.6945,78.4932,6.17,79,100,2.68,IN,1675986639
521,praia da vitoria,38.7333,-27.0667,13.14,82,20,5.42,PT,1675986639
522,sayyan,15.1718,44.3244,9.48,39,12,1.94,YE,1675986406
523,dieppe,49.75,1.1667,5.1,92,99,1.0,FR,1675986547
524,kurumkan,54.3,110.3,-18.3,94,98,1.06,RU,1675986640
525,purranque,-40.9167,-73.1667,15.71,95,97,0.93,CL,1675986640
526,tahoua,14.8888,5.2692,25.99,8,0,2.06,NE,1675986641
527,salalah,17.0151,54.0924,26.05,34,0,4.63,OM,1675986641
528,ampanihy,-24.7,44.75,23.64,82,100,2.19,MG,1675986642
529,manta,-0.95,-80.7333,26.88,78,75,3.09,EC,1675986642
530,wad rawah,15.1603,33.1397,22.74,23,60,4.76,SD,1675986642
531,mitzic,0.7821,11.549,21.7,89,82,1.82,GA,1675986643
532,smithers,54.7804,-127.1743,2.18,87,100,2.06,CA,1675986405
533,srednekolymsk,67.45,153.6833,-42.4,99,79,2.47,RU,1675986643
534,abeche,13.8292,20.8324,19.99,10,76,4.29,TD,1675986644
535,mount gambier,-37.8333,140.7667,24.91,36,0,4.09,AU,1675986597
536,bermejo,-32.8833,-68.8,33.95,29,0,6.69,AR,1675986644
